RTO Code,City,District
HP11,Rampur,Shimla
HP127,Jogindernagar,Mandi
HP26,Kullu,Kullu
HP44,Baijnath,Kangra
HP51,Bilaspur,Bilaspur
HP85,Jaisinghpur,Kangra
HP99,Nadaun,Hamirpur
PB93,Malerkotla,Malerkotla
TN633,Karur,Karur
AP702,Sattenapalle,Palnadu
HP77,Jawali,Kangra
